id,name,shape,base,extras,outline,hex1,hex2,expression,animation,score,effect,sideEffect.,,,,,,,,,,,,
1846,Chaintwist,Round,Green,None,Yellow,#ff00ff,#ffde00,XI,None,5.33%,This pill will make the user be measly with their sweets and snacks but generous in all other ways.,Disdain towards natural sponges reported by some users.,,,,,,,,,,,,
1847,Glimite,Oval,Red + Blue,None,Purple,#54e507,#ffde00,X],None,9.91%,This pill will make the user feel disgruntled in the workplace.,Giving off a stench of rotten giraffe.,,,,,,,,,,,,
1848,Intrasolace,Pentagon,Blue,None,Purple,#ff00ff,#ff00ff,XU,None,11.28%,This pill allows the user to summon a stream of bubbles from any body of water they touch.,Slippery hands and an addiction to bubble baths.,,,,,,,,,,,,
1849,Bedge,Round,Red + Yellow,None,Yellow,#ffedd7,#fc8300,XO,None,5.33%,This pill will leave the user dumbfounded when they try and grab the food from full-size menu pictures outside Spanish restaurants.,Frequent disappointment at mealtime.,,,,,,,,,,,,
1850,Fierer,Diamond,Green + Purple,None,Orange,#ffde00,#54e507,X),None,7.24%,This pill will make the user able to read a newspaper while covered in peanut butter without causing offence.,Trying to drum up local support for goose pulling.,,,,,,,,,,,,
1851,Impulsilive,Star,Orange,None,Pink,#ff00ff,#ffde00,X{},None,13.37%,This pill will give the user the ability to speak in puns and dad jokes at all times.,"Telling anyone that make eye contact with you: ""In Baltimore, it is illegal to wash or scrub sinks no matter how dirty they get.""",,,,,,,,,,,,
1852,Dood,Round,Yellow,None,Green,#fc8300,#0bc4ff,X(,None,5.33%,This pill will give the user the power to forgive any talk radio presenter who did them wrong.,Sudden fascination with recreating famous paintings using only vegetables.,,,,,,,,,,,,
1853,Hottersh,Star,Yellow,None,Blue,#ffedd7,#ffde00,XO,None,13.37%,This pill will give the user game-changing thoughts on how to better their life when boiling farfalle pasta.,Intriguing hallucinatory experiences with a green sunfish.,,,,,,,,,,,,
1854,Nuallen,Rectangle,Red + Blue,None,Pink,#ffedd7,#ffde00,X],None,2.95%,This pill will make the user able to spend time with friends dressed in a bra and knickers without creating a scene.,Fleeting transmogrification into a horned lizard.,,,,,,,,,,,,
1855,Mabz,Round,Blue,None,Yellow,#ffde00,#0bc4ff,X{},None,5.33%,This pill allows the user to transform into any creature or object they can imagine.,Uncontrollable urge to mimic accents of nearby people.,,,,,,,,,,,,
1856,Skiff,Star,Orange + Pink,Gold Burst,Pink,#903ef9,#ffde00,X(,None,13.37%,This pill will grant the user the strength to show mercy to anyone who uses ALL CAPS in emails to make a point.,Involuntary need to hold deep philosophical conversations with appliances.,,,,,,,,,,,,
1857,Meam,Star,Green + Purple,Multi Burst,Green,#ff00ff,#54e507,XO,None,13.37%,This pill will leave the user astonished at people with beards.,Inability to maintain eye contact with bearded individuals.,,,,,,,,,,,,
1858,Whirboon,Oval,Peach,None,Green,#ff00ff,#ffde00,XI,None,9.91%,This pill will make the user seem super sharp when bantering with work colleagues.,"Compelling need to write ""cabbage"" on any blank page.",,,,,,,,,,,,
1859,Yafty,Capsule,Orange,None,Purple,#ffde00,#ff00ff,X{},None,36.51%,"This pill will give the user the ability to merge with any object they touch, becoming a human-object hybrid.",A talent for tedious anecdotes on the dancefloor.,,,,,,,,,,,,
1860,Smeytrium,Star,Yellow,None,Purple,#ffedd7,#54e507,X{},None,13.37%,This pill will make the user amazing at volleyball.,A strong urge to take up conker smashing.,,,,,,,,,,,,
1861,Intifittle,Star,Green,None,Orange,#ffedd7,#54e507,X(,None,13.37%,This pill will give the user the power to show mercy to anyone they caught rummaging through their bins for bank statements.,Compulsion to create a calendar featuring the world's most bizarre holiday traditions.,,,,,,,,,,,,
1862,Vegetal,Oval,Yellow,None,Blue,#54e507,#903ef9,X),None,9.91%,This pill will make the user have a pleasant hallucinatory experience when visiting the birthplace of Andy Warhol.,Talking to plants and becoming upset when they don't talk back.,,,,,,,,,,,,
1863,Maf,Diamond,Pink,None,Peach,#ffde00,#903ef9,XO,None,7.24%,This pill will make the user's calves tingle upon seeing fat ginger cats.,Pathological hatred of salmon.,,,,,,,,,,,,
1864,Auroragen,Capsule,Green,None,Yellow,#fc8300,#ffedd7,X\,None,36.51%,This pill will make the user be able to grow strawberries all year round.,Facial contortions when listening to vinyl records.,,,,,,,,,,,,
1865,Shunnel,Oval,Green,None,Pink,#ff00ff,#54e507,X(,None,9.91%,"This pill will give the user the feeling of a soft, gentle rain that cleanses the soul.",Inability to not draw similarities between oneself and Harold Lloyd.,,,,,,,,,,,,
1866,Browndock,Pentagon,Purple,None,Green,#54e507,#ffde00,X(,None,11.28%,This pill will give the user the ability to be understanding towards people who talk loudly on their phones in public places.,Compulsive hoarding.,,,,,,,,,,,,
1867,Prog-raker,Star,Green,None,Yellow,#54e507,#ffedd7,X),None,13.37%,This pill thrusts users into a thrilling volcanic expedition.,Regularly mistaking one's romantic partner for a kale smoothie.,,,,,,,,,,,,
1868,Luttish,Capsule,Pink,None,Blue,#54e507,#54e507,X),None,36.51%,This pill will make the user sing the theme tune from Saturday Night Live whenever they see an image of a bee.,Seeing everything in black and white.,,,,,,,,,,,,
1869,Cheefer,Capsule,Green,Gold Burst,Red,#ffde00,#903ef9,X),None,36.51%,This pill will make the user feel like the most interesting person amongst any group of up to 15 people.,Exponential drop off of perceived interest by others in groups larger than prescribed maximum.,,,,,,,,,,,,
1870,Bafflerider,Pentagon,Yellow + Blue,None,Blue,#ffedd7,#54e507,X],None,11.28%,This pill will make the user feel confused by simple dance moves,Involuntary desire to dance off-beat at all times.,,,,,,,,,,,,
1871,Terraformadol,Star,Red,None,Purple,#ff00ff,#54e507,XO,None,13.37%,This pill gives the user the power to hypnotise bagpipers with their hair flicking.,Annoyed body language.,,,,,,,,,,,,
1872,Bloop,Round,Orange,None,Yellow,#ffde00,#ff00ff,XO,None,5.33%,This pill gives the user the ability to discombobulate seagulls with their wind surfing.,Intense fear of helicopters.,,,,,,,,,,,,
1873,Knag,Star,Orange,None,Yellow,#ffde00,#ff00ff,XI,None,13.37%,This pill will give the user the ability to make others have a completely blank expression for a month.,Complete inability to tell the difference between sweets and pebbles.,,,,,,,,,,,,
1874,Littimer,Oval,Pink,None,Purple,#0bc4ff,#ffedd7,X),None,9.91%,This pill will give the user the power to never lose bets with forensic scientists.,"Passionately, yet misguidedly, pursuing a career in forensic science.",,,,,,,,,,,,
1875,Nubfil,Oval,Red,Gold Burst,Purple,#ffde00,#ff00ff,X*,None,9.91%,This pill will make the user an expert in seismometrics.,Compulsive need to hug trees during thunderstorms,,,,,,,,,,,,
1876,Isidore,Hexagon,Red + Blue,None,Pink,#ff00ff,#ff00ff,XO,None,1.48%,This pill gives the user the power to madden criminals with their underwater basket weaving.,Incorrect use of the word 'sapphire'.,,,,,,,,,,,,
1877,Stoe,Triangle,Pink,None,Green,#ff00ff,#fc8300,X(,None,3.98%,This pill will grant the user the strength to show mercy to anyone who ruined their dinner.,Uncontrollable desire to open a theme park dedicated to obscure historical events.,,,,,,,,,,,,
1878,Sproutitinol,Star,Red,None,Purple,#fc8300,#903ef9,X],None,13.37%,This pill will give the user the strength to be tactless when it doesn't come naturally to them.,Needy body language.,,,,,,,,,,,,
1879,Grindy,Pentagon,Peach,None,Orange,#903ef9,#54e507,XI,None,11.28%,This pill will give the user the ability to anonymously slander oil rig workers.,Enchanted forest around the groin.,,,,,,,,,,,,
1880,Jucliasten,Round,Purple,None,Yellow,#ffedd7,#ff00ff,X),None,5.33%,This pill will enable the user to break the world record for the most people inside a soap bubble.,Constructing a 1:100 scale model of Cambridge.,,,,,,,,,,,,
1881,Rheumic,Capsule,Peach,None,Purple,#54e507,#ffde00,X],None,36.51%,This pill gives the user the ability to split table tennis tables with their fists.,May cause the user to speak in reverse if taken whenever a palindrome is encountered.,,,,,,,,,,,,
1882,Stoover,Round,Red + Yellow,None,Green,#ff00ff,#ff00ff,XO,None,5.33%,This pill gives the user the ability to perplex prisoners with their freestyle football.,Inability to stop quoting George Bernard Shaw.,,,,,,,,,,,,
1883,Gagreflex,Diamond,Rainbow 1,None,Yellow,#ff00ff,#54e507,X],None,7.24%,This pill gives the user the ability to melt helicopters with their breath.,"May cause temporary inability to recognize the letter ""Q"" when used in written or spoken communication",,,,,,,,,,,,
1884,Papayax,Oval,Peach,None,Orange,#ffde00,#903ef9,X(,None,9.91%,This pill will give the user the strength to forgive any band who didn't play their favourite songs at a concert.,Compulsively humming the theme song of a random 90's TV show.,,,,,,,,,,,,
1885,Pineaptemol,Capsule,Purple,None,Orange,#ff00ff,#54e507,X{},None,36.51%,Makes the user's skin smell of pineapple,If taken for an extended period of time can lead to friends commenting that the user is more spiky than usual,,,,,,,,,,,,
1886,Grizlop,Capsule,Orange,None,Yellow,#ffde00,#ffde00,X{.,None,36.51%,This pill will give the user the strength of a hawk.,A compulsion to play the audiobook of Silent Spring by Rachel Carson on headphones full blast while moshing on the bus.,,,,,,,,,,,,
1887,Muggier,Star,Green + Blue,None,Yellow,#903ef9,#903ef9,X],None,13.37%,This pill will make the user lose their mind whenever they see a bowl of cereal.,Inability to stop quoting Confucius.,,,,,,,,,,,,
1888,Pairationsells,Round,Yellow,None,Green,#54e507,#903ef9,X],None,5.33%,This pill will make the user feel brave while copulating.,Freakishly bulbous heels.,,,,,,,,,,,,
1889,Shawell,Pentagon,Peach,None,Green,#54e507,#ff00ff,X),None,11.28%,Immerse yourself in a realm of colourful fantasies with legends,"Unpredictable behaviour after hearing the word ""obnoxious"".",,,,,,,,,,,,
1890,Surinam,Capsule,Green + Blue,None,Purple,#ffde00,#ffde00,X\,None,36.51%,This pill helps resist sending text messages past midnight.,Inability to not chase after nuns.,,,,,,,,,,,,
1891,Smags,Oval,Purple,None,Yellow,#903ef9,#54e507,X),None,9.91%,This pill will make the user feel as if they've unlocked the secret language of taxi drivers.,"Severe allergic reaction to the phrase ""my bad"".",,,,,,,,,,,,
1892,Quibzit,Capsule,Red + Blue,None,Green,#ff0000,#ffde00,X{.,None,36.51%,This pill will make the user bold with colour choices when redecorating the lounge.,Gradual morphing into a sulcata tortoise.,,,,,,,,,,,,
1893,Baguio,Round,Purple,None,Green,#ffedd7,#ff00ff,XO,None,5.33%,This pill will make the user amazing at ice skating.,Intense fear of espresso martinis.,,,,,,,,,,,,
1894,Biermer,Star,Orange + Pink,None,Yellow,#ffde00,#903ef9,X{},None,13.37%,This pill will give the user the ability to revolutionise an industry or field with a new invention or idea.,Occasionally causes the user to turn into a toaster if taken with bread nearby,,,,,,,,,,,,
1895,Antiscott,Oval,Blue,None,Green,#ff00ff,#fc8300,X),None,9.91%,This pill enhances the user's creativity and imagination.,Chronic bad breath when on trains.,,,,,,,,,,,,
1896,Urzala,Pentagon,Red + Yellow,None,Yellow,#903ef9,#54e507,XU,None,11.28%,This pill gives the user the ability to turn stinging nettles into roses by urinating on them.,Uncontrollable urges to stop and smell the roses.,,,,,,,,,,,,
1897,Farch,Capsule,Green + Purple,None,Pink,#54e507,#903ef9,X{},None,36.51%,"This pill will make the user's voice becomes a perfect blend of Morgan Freeman and David Attenborough, making everything they say extremely wise.",Bulbous kneecaps.,,,,,,,,,,,,
1898,Tighland,Capsule,Red,None,Pink,#54e507,#ffde00,X(,None,36.51%,"This pill will grant you the power to turn any ordinary object into a piñata, making every day a fiesta filled with surprises and laughter.",Overuse of the word 'kangaroo'.,,,,,,,,,,,,
1899,Choked,Capsule,Blue,None,Purple,#ffde00,#ff00ff,X{},None,36.51%,This pill will give the user the ability to recondition their brain to love eating vegetables instead of junk food.,A tendency to find oneself alone in Birmingham.,,,,,,,,,,,,
1900,Bordeaux18,Capsule,Green + Blue,None,Purple,#ff00ff,#54e507,XO,None,36.51%,This pill gives the user the ability to disconcert prisoners with their scuba diving stories.,Feathered thighs.,,,,,,,,,,,,
1901,Cheekne,Round,Blue,None,Yellow,#54e507,#ffde00,XO,None,5.33%,This pill gives the user the power to strike philosophers with their wine knowledge.,Fear of interesting books.,,,,,,,,,,,,
1902,Diffetruction,Diamond,Purple,None,Pink,#903ef9,#903ef9,X],None,7.24%,This pill will make the user feel isolated whilst driving.,Morbidly distracting fascination with traffic cones for several days following use.,,,,,,,,,,,,
1903,Skroink,Round,Pink,None,Orange,#ffde00,#54e507,X],None,5.33%,This pill will make the user shout lines from Mythbusters whenever they see an elephant.,Giving off a faint odour of a beaver.,,,,,,,,,,,,
1904,Hypnosis,Oval,Orange,None,Pink,#ff00ff,#ffde00,XO,None,9.91%,This pill gives the user the power to impress soldiers with their wine pairing.,"Urge to leave the room as quickly as possible upon hearing the phrase ""get on board"".",,,,,,,,,,,,
1905,Mangosteenz,Star,Rainbow 2,None,Pink,#903ef9,#ff00ff,XO,None,13.37%,This pill gives the user the power to madden bank clerks with their ice swimming.,A compulsion to play the audiobook of Truman by David McCullough on headphones full blast while moshing on the bus.,,,,,,,,,,,,
1906,Dillies,Oval,Green,None,Green,#ffde00,#ff00ff,X(,None,9.91%,This pill allows the user to empathize with people who accidentally wear their clothes inside-out in public.,Dispirited body language.,,,,,,,,,,,,
1907,Vlazitor,Pentagon,Red,Multi Burst,Pink,#ffedd7,#ff00ff,X{.,None,11.28%,This pill will make the user undaunted by huge amounts of laundry.,Compulsive folding and sorting of clothes.,,,,,,,,,,,,
1908,Hender,Oval,Pink,None,Pink,#ff00ff,#ff00ff,XO,None,9.91%,This pill gives the user the ability to stun musicians with their backwards rapping.,A tendency to find oneself in Bucharest.,,,,,,,,,,,,
1909,Barmy,Oval,Red,None,Purple,#ffde00,#ffedd7,X),None,9.91%,This pill will make the user sing the theme tune from Malcolm in the Middle whenever they see an image of a koala.,Idiosyncratic fascination with beliefs.,,,,,,,,,,,,
1910,Chivisection,Star,Red,None,Pink,#ff00ff,#54e507,XO,None,13.37%,This pill gives the user the power to sully musicians with their improv acting.,Invading Marseille.,,,,,,,,,,,,
1911,Jibbist,Diamond,Blue,None,Pink,#ffde00,#ffde00,XD,None,7.24%,This pill will make the user a master of comedic timing,People may not take the user seriously in important situations.,,,,,,,,,,,,
1912,Wixlorn,Rectangle,Purple,None,Green,#54e507,#54e507,X{.,None,2.95%,This pill will make the user superhuman when they go commando.,A proclivity for unwanted bongo playing at parties.,,,,,,,,,,,,
1913,Bluntitinax,Capsule,Green,None,Green,#ffde00,#54e507,X),None,36.51%,This pill will implant in the user memories of sharing benevolence with Ida B. Wells in a vivid dreamscape.,Painful contraction and expansion of the nostrils.,,,,,,,,,,,,
