,id,name,hex1,hex2,effect,sideEffect.
,1833,Knaped,#fc8300,#ff00ff,This pill will give the user the sensory abilities of a dunnock.,Intense fear of pistachios.
,1834,ZenZinger,#ff00ff,#ff00ff,This pill will make the user feel at peace during rush hour.,Compulsion to practice yoga poses while waiting at traffic lights.
,1835,Roadies,#ff00ff,#54e507,"This pill will enable the user to acquire the skill to create heartwarming, personalized poems for anyone they meet.",Strange hallucinatory experiences with a night adder.
,1836,Jackfruiz,#ff00ff,#ff00ff,This pill will give the user the ability to summon a group of trained squirrels to perform tricks on command.,Inability to walk sideways following heavy use.
,1837,Lulo,#ff00ff,#54e507,This pill will give the user the ability to outrun corporate lawyers.,Intense fear of clinches.
,1838,Intermix17,#ffde00,#ffedd7,Feel relaxed in rushed situations.,Obsession with shadows.
,1839,Cromps,#54e507,#ff00ff,This pill reminds people of their most comforting and calming experiences with a gentle tap from the user.,A feeling of great discomfort towards skirts affecting a large proportion of users.
,1840,Blibbex,#ffde00,#ffedd7,This pill will give the user the strength to be bold when speaking to the subject of their desires.,May cause temporary infatuation with inanimate objects.
,1841,Rigibuffe,#54e507,#ffde00,This pill will make the user be able to turn footpath puddles into fully intact horse placentas.,Strange impulse to sing sea shanties in public restrooms.
,1842,Jiffytonite,#903ef9,#ffedd7,This pill will make the user wise beyond their years.,Adverse physiological reaction to doctors reported by some users.
,1843,Begorix,#ff00ff,#903ef9,The power to make time go backwards,Uncontrollable urge to rewind time during awkward conversations.
,1844,Disturbo,#54e507,#ffde00,This pill gives the user the ability to expand small swimming pools with their fists.,Side effects may include confusion and chaos in social situations if taken during a dinner party.
,1845,Crewmate,#0bc4ff,#ffde00,This pill will make the user burst into tears upon seeing some sand paper.,Grief-stricken upon encountering sandpaper.
,1846,Chaintwist,#ff00ff,#ffde00,This pill will make the user be measly with their sweets and snacks but generous in all other ways.,Disdain towards natural sponges reported by some users.
,1847,Glimite,#54e507,#ffde00,This pill will make the user feel disgruntled in the workplace.,Giving off a stench of rotten giraffe.
,1848,Intrasolace,#ff00ff,#ff00ff,This pill allows the user to summon a stream of bubbles from any body of water they touch.,Slippery hands and an addiction to bubble baths.
,1849,Bedge,#ffedd7,#fc8300,This pill will leave the user dumbfounded when they try and grab the food from full-size menu pictures outside Spanish restaurants.,Frequent disappointment at mealtime.
,1850,Fierer,#ffde00,#54e507,This pill will make the user able to read a newspaper while covered in peanut butter without causing offence.,Trying to drum up local support for goose pulling.
,1851,Impulsilive,#ff00ff,#ffde00,This pill will give the user the ability to speak in puns and dad jokes at all times.,"Telling anyone that make eye contact with you: ""In Baltimore, it is illegal to wash or scrub sinks no matter how dirty they get."""
,1852,Dood,#fc8300,#0bc4ff,This pill will give the user the power to forgive any talk radio presenter who did them wrong.,Sudden fascination with recreating famous paintings using only vegetables.
,1853,Hottersh,#ffedd7,#ffde00,This pill will give the user game-changing thoughts on how to better their life when boiling farfalle pasta.,Intriguing hallucinatory experiences with a green sunfish.
,1854,Nuallen,#ffedd7,#ffde00,This pill will make the user able to spend time with friends dressed in a bra and knickers without creating a scene.,Fleeting transmogrification into a horned lizard.
,1855,Mabz,#ffde00,#0bc4ff,This pill allows the user to transform into any creature or object they can imagine.,Uncontrollable urge to mimic accents of nearby people.
,1856,Skiff,#903ef9,#ffde00,This pill will grant the user the strength to show mercy to anyone who uses ALL CAPS in emails to make a point.,Involuntary need to hold deep philosophical conversations with appliances.
,1857,Meam,#ff00ff,#54e507,This pill will leave the user astonished at people with beards.,Inability to maintain eye contact with bearded individuals.
,1858,Whirboon,#ff00ff,#ffde00,This pill will make the user seem super sharp when bantering with work colleagues.,"Compelling need to write ""cabbage"" on any blank page."
,1859,Yafty,#ffde00,#ff00ff,"This pill will give the user the ability to merge with any object they touch, becoming a human-object hybrid.",A talent for tedious anecdotes on the dancefloor.
,1860,Smeytrium,#ffedd7,#54e507,This pill will make the user amazing at volleyball.,A strong urge to take up conker smashing.
,1861,Intifittle,#ffedd7,#54e507,This pill will give the user the power to show mercy to anyone they caught rummaging through their bins for bank statements.,Compulsion to create a calendar featuring the world's most bizarre holiday traditions.
,1862,Vegetal,#54e507,#903ef9,This pill will make the user have a pleasant hallucinatory experience when visiting the birthplace of Andy Warhol.,Talking to plants and becoming upset when they don't talk back.
,1863,Maf,#ffde00,#903ef9,This pill will make the user's calves tingle upon seeing fat ginger cats.,Pathological hatred of salmon.
,1864,Auroragen,#fc8300,#ffedd7,This pill will make the user be able to grow strawberries all year round.,Facial contortions when listening to vinyl records.
,1865,Shunnel,#ff00ff,#54e507,"This pill will give the user the feeling of a soft, gentle rain that cleanses the soul.",Inability to not draw similarities between oneself and Harold Lloyd.
,1866,Browndock,#54e507,#ffde00,This pill will give the user the ability to be understanding towards people who talk loudly on their phones in public places.,Compulsive hoarding.
,1867,Prog-raker,#54e507,#ffedd7,This pill thrusts users into a thrilling volcanic expedition.,Regularly mistaking one's romantic partner for a kale smoothie.
,1868,Luttish,#54e507,#54e507,This pill will make the user sing the theme tune from Saturday Night Live whenever they see an image of a bee.,Seeing everything in black and white.
,1869,Cheefer,#ffde00,#903ef9,This pill will make the user feel like the most interesting person amongst any group of up to 15 people.,Exponential drop off of perceived interest by others in groups larger than prescribed maximum.
,1870,Bafflerider,#ffedd7,#54e507,This pill will make the user feel confused by simple dance moves,Involuntary desire to dance off-beat at all times.
,1871,Terraformadol,#ff00ff,#54e507,This pill gives the user the power to hypnotise bagpipers with their hair flicking.,Annoyed body language.
,1872,Bloop,#ffde00,#ff00ff,This pill gives the user the ability to discombobulate seagulls with their wind surfing.,Intense fear of helicopters.
,1873,Knag,#ffde00,#ff00ff,This pill will give the user the ability to make others have a completely blank expression for a month.,Complete inability to tell the difference between sweets and pebbles.
,1874,Littimer,#0bc4ff,#ffedd7,This pill will give the user the power to never lose bets with forensic scientists.,"Passionately, yet misguidedly, pursuing a career in forensic science."
,1875,Nubfil,#ffde00,#ff00ff,This pill will make the user an expert in seismometrics.,Compulsive need to hug trees during thunderstorms
,1876,Isidore,#ff00ff,#ff00ff,This pill gives the user the power to madden criminals with their underwater basket weaving.,Incorrect use of the word 'sapphire'.
,1877,Stoe,#ff00ff,#fc8300,This pill will grant the user the strength to show mercy to anyone who ruined their dinner.,Uncontrollable desire to open a theme park dedicated to obscure historical events.
,1878,Sproutitinol,#fc8300,#903ef9,This pill will give the user the strength to be tactless when it doesn't come naturally to them.,Needy body language.
,1879,Grindy,#903ef9,#54e507,This pill will give the user the ability to anonymously slander oil rig workers.,Enchanted forest around the groin.
,1880,Jucliasten,#ffedd7,#ff00ff,This pill will enable the user to break the world record for the most people inside a soap bubble.,Constructing a 1:100 scale model of Cambridge.
,1881,Rheumic,#54e507,#ffde00,This pill gives the user the ability to split table tennis tables with their fists.,May cause the user to speak in reverse if taken whenever a palindrome is encountered.
,1882,Stoover,#ff00ff,#ff00ff,This pill gives the user the ability to perplex prisoners with their freestyle football.,Inability to stop quoting George Bernard Shaw.
,1883,Gagreflex,#ff00ff,#54e507,This pill gives the user the ability to melt helicopters with their breath.,"May cause temporary inability to recognize the letter ""Q"" when used in written or spoken communication"
,1884,Papayax,#ffde00,#903ef9,This pill will give the user the strength to forgive any band who didn't play their favourite songs at a concert.,Compulsively humming the theme song of a random 90's TV show.
,1885,Pineaptemol,#ff00ff,#54e507,Makes the user's skin smell of pineapple,If taken for an extended period of time can lead to friends commenting that the user is more spiky than usual
,1886,Grizlop,#ffde00,#ffde00,This pill will give the user the strength of a hawk.,A compulsion to play the audiobook of Silent Spring by Rachel Carson on headphones full blast while moshing on the bus.
,1887,Muggier,#903ef9,#903ef9,This pill will make the user lose their mind whenever they see a bowl of cereal.,Inability to stop quoting Confucius.
,1888,Pairationsells,#54e507,#903ef9,This pill will make the user feel brave while copulating.,Freakishly bulbous heels.
,1889,Shawell,#54e507,#ff00ff,Immerse yourself in a realm of colourful fantasies with legends,"Unpredictable behaviour after hearing the word ""obnoxious""."
